Area de Control Ejecución Presupuestaria
BLOQUE DE LA CONCERTACION - FORJA
BLOQUE JUSTICIALISTA
BLOQUE LIBRES SUR
BLOQUE UCR - CONVERGENCIA SOCIAL
BLOQUE UCR - SOMOS PARTE
BLOQUE Cambiemos
Dip. Acosta, Raúl Policarpo
Dip. Alonso, Susana Lilián
Dip. Bacileff Ivanoff, Darío Augusto
Dip. Bogado, Fermina Beatriz
Dip. Bracone, Roberto Orlando
Dip. Canata, Ana Maria Griselda
Dip. Charole, Orland
Dip. Corradi, Gustavo Silvio
Dip. Cuesta, Lidia Elida
Dip. Curin, Pablo Alberto
Dip. Damilano Grivarello, Viviana Monica
Dip. Dominguez, Hugo Dardo
Dip. Dumrauf, Irene ada
Dip. El Halli Obeid, Luis Alberto
Dip. Fonseca, Maria Lilian
Dip. Gonzalez, Claudia Noemi
Dip. Guillon, Ruben Omar
Dip. Gutierrez, Livio Edgardo
Dip. Martinez, Carlos Omar
Dip. Nikisch, Roy Abelardo
Dip. Panzardi, Claudia Lorena
Dip. Paredes, Enrique
Dip. Peche, Carim Antonio
Dip. Pértile, Elda Aida
Dip. Sager, Hugo Abel
Dip. Salom, Mariana Fernanda
Dip. Sanchez, Ricardo Luis
Dip. Segovia, Celeste Luz Marina
Dip. Tichy, Mirta Ines
Dip. Trabalón, Héctor Daniel
Dip. Vallejos, Sergio Ariel
Dip. Vega, Hector Justino
Dir. de Administración
Dir. de Archivo Legislativo
Dir. de Asuntos Jurídicos 
Dir. de Biblioteca Legislativa
Dir. de Ceremonial y Protocolo 
Dir. de Comisiones
Dir. de Comunicaciones 
Dir. de Coordinación Administrativa
Dir. de Despacho de Secretaría 
Dir. de Ejecución de Gestiones Administrativas
Dir. de Estadistica Legislativa
Dir. de Gestión de Sistemas
Dir. de Gestion Parlamentaria
Dir. General de Legislación
Dir. de Imprenta 
Dir. de Información Parlamentaria
Dir. de Infreaestructura y Planeamiento Edilicio
Dir. de Logística
Dir. de Mesa de Entradas y Salidas
Dir. de Prensa y Difusión
Dir. de Recursos Humanos
Dir. de Seguridad
Dir. de Sumarios
Dir. de Supervisión Tecnica Administrativa
Dir. de Supervisión y Seguimiento Técnico
Dir. del Cuerpo de Taquígrafos
Prosecretaria de Cámara
Prosecretaría Legislativa
Prosecretaría Técnico
Prosecretaría Parlamentaria
Secretaría Parlamentaria
Secretaría Legislativa
Secretaría Administrativa
